Function Name,Implementation Status,Compliance Frameworks Count,Compliance Frameworks,Primary API Function,Primary User Function,File Exists,Notes
cloudwatch_changes_to_network_gateways_alarm_configured,,72,"cis_4.0_aws, nist_csf_1.1_aws, cis_2.0_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, soc2_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, mitre_attack_aws, hipaa_aws, cis_1.5_aws, kisa_isms_p_2023_aws, cis_1.4_aws, cis_3.0_aws","logs_client = boto3.client('logs'), cw_client = boto3.client('cloudwatch')","describe_log_groups(), describe_metric_filters(), describe_alarms()",YES,Serves 72 compliance requirements across 20 frameworks
cloudwatch_changes_to_network_route_tables_alarm_configured,,70,"cis_4.0_aws, nist_csf_1.1_aws, cis_2.0_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, soc2_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ffiec_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, mitre_attack_aws, hipaa_aws, cis_1.5_aws, kisa_isms_p_2023_aws, cis_1.4_aws, cis_3.0_aws","logs_client = boto3.client('logs'), cw_client = boto3.client('cloudwatch')","describe_log_groups(), describe_metric_filters(), describe_alarms()",YES,Serves 70 compliance requirements across 19 frameworks
cloudwatch_changes_to_vpcs_alarm_configured,,75,"cis_4.0_aws, nist_csf_1.1_aws, cis_2.0_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, soc2_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, ffiec_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, mitre_attack_aws, hipaa_aws, cis_1.5_aws, kisa_isms_p_2023_aws, cis_1.4_aws, cis_3.0_aws","logs_client = boto3.client('logs'), cw_client = boto3.client('cloudwatch')","describe_log_groups(), describe_metric_filters(), describe_alarms()",YES,Serves 75 compliance requirements across 20 frameworks
cloudwatch_cross_account_sharing_disabled,,10,"ens_rd2022_aws, aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('logs'),describe_resource_policies(),YES,Serves 10 compliance requirements across 4 frameworks
cloudwatch_log_group_kms_encryption_enabled,,59,"nist_csf_1.1_aws, gxp_21_cfr_part_11_aws, pci_3.2.1_aws, gdpr_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, soc2_aws, fedramp_moderate_revision_4_aws, nist_800_171_revision_2_aws, fedramp_low_revision_4_aws, aws_well_architected_framework_security_pillar_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, hipaa_aws, gxp_eu_annex_11_aws, mitre_attack_aws, rbi_cyber_security_framework_aws, pci_4.0_aws, kisa_isms_p_2023_aws, cisa_aws",client = boto3.client('logs'),describe_log_groups(),YES,Serves 59 compliance requirements across 20 frameworks
cloudwatch_log_group_no_secrets_in_logs,,13,"mitre_attack_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('logs'),filter_log_events(),YES,Serves 13 compliance requirements across 4 frameworks
cloudwatch_log_group_not_publicly_accessible,,2,iso27001_2022_aws,client = boto3.client('logs'),describe_resource_policies(),YES,Serves 2 compliance requirements across 1 frameworks
cloudwatch_log_group_retention_policy_specific_days_enabled,,61,"fedramp_low_revision_4_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, nist_800_53_revision_5_aws, nist_800_53_revision_4_aws, ens_rd2022_aws, ffiec_aws, soc2_aws, iso27001_2022_aws, gxp_21_cfr_part_11_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws, fedramp_moderate_revision_4_aws, hipaa_aws, nist_800_171_revision_2_aws, rbi_cyber_security_framework_aws, pci_4.0_aws",client = boto3.client('logs'),describe_log_groups(),YES,Serves 61 compliance requirements across 17 frameworks
cloudwatch_log_metric_filter_and_alarm_for_aws_config_configuration_changes_enabled,,23,"cis_4.0_aws, nist_csf_1.1_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, cis_3.0_aws, cis_1.4_aws, soc2_aws, iso27001_2022_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, mitre_attack_aws, gdpr_aws, cis_1.5_aws","ct_client = boto3.client('cloudtrail'), cw_client = boto3.client('cloudwatch')","describe_metric_filters(), describe_alarms(), lookup_events()",YES,Serves 23 compliance requirements across 14 frameworks
cloudwatch_log_metric_filter_and_alarm_for_cloudtrail_configuration_changes_enabled,,30,"cis_4.0_aws, nist_csf_1.1_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, cis_3.0_aws, ens_rd2022_aws, cis_1.4_aws, soc2_aws, iso27001_2022_aws, cisa_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, aws_account_security_onboarding_aws, iso27001_2013_aws, mitre_attack_aws, gdpr_aws, cis_1.5_aws","logs_client = boto3.client('logs'), cw_client = boto3.client('cloudwatch')","describe_log_groups(), describe_metric_filters(), describe_alarms()",YES,Serves 30 compliance requirements across 17 frameworks
cloudwatch_log_metric_filter_authentication_failures,,33,"cis_4.0_aws, nist_csf_1.1_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, cis_3.0_aws, ens_rd2022_aws, cis_1.4_aws, iso27001_2022_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, aws_account_security_onboarding_aws, iso27001_2013_aws, mitre_attack_aws, hipaa_aws, gdpr_aws, cis_1.5_aws","logs_client = boto3.client('logs'), cw_client = boto3.client('cloudwatch')","describe_metric_filters(), describe_alarms(), lookup_events()",YES,Serves 33 compliance requirements across 16 frameworks
cloudwatch_log_metric_filter_aws_organizations_changes,,20,"cis_4.0_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, cis_3.0_aws, cis_1.4_aws, soc2_aws, iso27001_2022_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, mitre_attack_aws, cis_1.5_aws","logs_client = boto3.client('logs'), cw_client = boto3.client('cloudwatch')","describe_log_groups(), describe_metric_filters(), describe_alarms()",YES,Serves 20 compliance requirements across 11 frameworks
cloudwatch_log_metric_filter_disable_or_scheduled_deletion_of_kms_cmk,,28,"cis_4.0_aws, nist_csf_1.1_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, cis_3.0_aws, ens_rd2022_aws, cis_1.4_aws, iso27001_2022_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, mitre_attack_aws, gdpr_aws, cis_1.5_aws","kms_client = boto3.client('kms'), cw_client = boto3.client('cloudwatch')","list_keys(), describe_key(), list_key_policies(), describe_metric_filters(), describe_alarms()",YES,Serves 28 compliance requirements across 14 frameworks
cloudwatch_log_metric_filter_for_s3_bucket_policy_changes,,25,"cis_4.0_aws, nist_csf_1.1_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, cis_3.0_aws, cis_1.4_aws, soc2_aws, iso27001_2022_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, mitre_attack_aws, gdpr_aws, cis_1.5_aws","ct_client = boto3.client('cloudtrail'), cw_client = boto3.client('cloudwatch')","describe_metric_filters(), describe_alarms(), lookup_events()",YES,Serves 25 compliance requirements across 14 frameworks
cloudwatch_log_metric_filter_policy_changes,,28,"cis_4.0_aws, nist_csf_1.1_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, cis_3.0_aws, ens_rd2022_aws, cis_1.4_aws, soc2_aws, iso27001_2022_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws, iso27001_2013_aws, mitre_attack_aws, gdpr_aws, cis_1.5_aws","logs_client = boto3.client('logs'), cw_client = boto3.client('cloudwatch')","describe_log_groups(), describe_metric_filters(), describe_alarms()",YES,Serves 28 compliance requirements across 16 frameworks
cloudwatch_log_metric_filter_root_usage,,31,"pci_3.2.1_aws, cis_4.0_aws, nist_csf_1.1_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, cis_3.0_aws, ens_rd2022_aws, cis_1.4_aws, iso27001_2022_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, aws_account_security_onboarding_aws, iso27001_2013_aws, mitre_attack_aws, hipaa_aws, gdpr_aws, cis_1.5_aws","logs_client = boto3.client('logs'), cw_client = boto3.client('cloudwatch')","describe_log_groups(), describe_metric_filters(), describe_alarms()",YES,Serves 31 compliance requirements across 17 frameworks
cloudwatch_log_metric_filter_security_group_changes,,25,"cis_4.0_aws, nist_csf_1.1_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, cis_3.0_aws, cis_1.4_aws, soc2_aws, iso27001_2022_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, mitre_attack_aws, gdpr_aws, cis_1.5_aws","logs_client = boto3.client('logs'), cw_client = boto3.client('cloudwatch')","describe_log_groups(), describe_metric_filters(), describe_alarms()",YES,Serves 25 compliance requirements across 14 frameworks
cloudwatch_log_metric_filter_sign_in_without_mfa,,29,"cis_4.0_aws, nist_csf_1.1_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, cis_3.0_aws, ens_rd2022_aws, cis_1.4_aws, iso27001_2022_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, mitre_attack_aws, gdpr_aws, cis_1.5_aws","logs_client = boto3.client('logs'), cw_client = boto3.client('cloudwatch')","describe_log_groups(), describe_metric_filters(), describe_alarms()",YES,Serves 29 compliance requirements across 14 frameworks
cloudwatch_log_metric_filter_unauthorized_api_calls,,25,"cis_4.0_aws, nist_csf_1.1_aws, kisa_isms_p_2023_aws, aws_well_architected_framework_security_pillar_aws, cis_3.0_aws, ens_rd2022_aws, cis_1.4_aws, iso27001_2022_aws, cis_2.0_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, mitre_attack_aws, gdpr_aws, cis_1.5_aws","logs_client = boto3.client('logs') , cw_client = boto3.client('cloudwatch')","describe_log_groups(), describe_metric_filters(), describe_alarms()",YES,Serves 25 compliance requirements across 14 frameworks
codeartifact_packages_external_public_publishing_disabled,,4,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('codeartifact'),"list_domains(), list_repositories_in_domain(domain=...), get_repository_permissions_policy(domain=..., repository=...)",YES,Serves 4 compliance requirements across 4 frameworks
codebuild_project_artifact_encryption,,1,iso27001_2022_aws,client = boto3.client('codebuild'),"list_projects(), batch_get_projects()",YES,Serves 1 compliance requirements across 1 frameworks
codebuild_project_envvar_awscred_check,,1,iso27001_2022_aws,client = boto3.client('codebuild'),"list_projects(), batch_get_projects()",YES,Serves 1 compliance requirements across 1 frameworks
codebuild_project_logging_enabled,,16,"soc2_aws, iso27001_2022_aws, pci_4.0_aws",client = boto3.client('codebuild'),"list_projects(), batch_get_projects()",YES,Serves 16 compliance requirements across 3 frameworks
codebuild_project_no_secrets_in_variables,,24,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws, pci_4.0_aws",client = boto3.client('codebuild'),"list_projects(), batch_get_projects()",YES,Serves 24 compliance requirements across 5 frameworks
codebuild_project_older_90_days,,5,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, ens_rd2022_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('codebuild'),"list_projects(), batch_get_projects()",YES,Serves 5 compliance requirements across 5 frameworks
codebuild_project_s3_logs_encrypted,,6,"iso27001_2022_aws, pci_4.0_aws",client = boto3.client('codebuild'),"list_projects(), batch_get_projects()",YES,Serves 6 compliance requirements across 2 frameworks
codebuild_project_source_repo_url_check,,1,iso27001_2022_aws,client = boto3.client('codebuild'),"list_projects(), batch_get_projects()",YES,Serves 1 compliance requirements across 1 frameworks
codebuild_project_source_repo_url_no_sensitive_credentials,,20,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws, pci_3.2.1_aws, pci_4.0_aws",client = boto3.client('codebuild'),"list_projects(), batch_get_projects()",YES,Serves 20 compliance requirements across 5 frameworks
codebuild_project_user_controlled_buildspec,,10,"aws_well_architected_framework_security_pillar_aws, kisa_isms_p_2023_aws, ens_rd2022_aws, iso27001_2022_aws, cisa_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('codebuild'),batch_get_projects(),YES,Serves 10 compliance requirements across 6 frameworks
codebuild_report_group_export_encrypted,,1,iso27001_2022_aws,client = boto3.client('codebuild'),"list_projects(), batch_get_projects()",YES,Serves 1 compliance requirements across 1 frameworks
cognito_identity_pool_guest_access_disabled,,6,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('cognito-identity'),"list_identity_pools(), describe_identity_pool()",YES,Serves 6 compliance requirements across 2 frameworks
cognito_user_pool_advanced_security_enabled,,3,"aws_foundational_security_best_practices_aws, kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('cognito-idp'),"list_user_pools(), describe_user_pool()",YES,Serves 3 compliance requirements across 3 frameworks
cognito_user_pool_blocks_compromised_credentials_sign_in_attempts,,2,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('cognito-idp'),"list_user_pools(), describe_user_pool()",YES,Serves 2 compliance requirements across 2 frameworks
cognito_user_pool_blocks_potential_malicious_sign_in_attempts,,4,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client = boto3.client('cognito-idp'),"list_user_pools(), describe_user_pool()",YES,Serves 4 compliance requirements across 2 frameworks
cognito_user_pool_client_prevent_user_existence_errors,,6,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('cognito-idp'),describe_user_pool_client(),YES,Serves 6 compliance requirements across 2 frameworks
cognito_user_pool_client_token_revocation_enabled,,2,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('cognito-idp'),describe_user_pool_client(),YES,Serves 2 compliance requirements across 2 frameworks
cognito_user_pool_deletion_protection_enabled,,2,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('cognito-idp'),describe_user_pool_client(),YES,Serves 2 compliance requirements across 2 frameworks
cognito_user_pool_mfa_enabled,,4,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('cognito-idp'),describe_user_pool(),YES,Serves 4 compliance requirements across 2 frameworks
cognito_user_pool_password_policy_lowercase,,2,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('cognito-idp'),describe_user_pool(),YES,Serves 2 compliance requirements across 2 frameworks
cognito_user_pool_password_policy_minimum_length_14,,2,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('cognito-idp'),describe_user_pool(),YES,Serves 2 compliance requirements across 2 frameworks
cognito_user_pool_password_policy_number,,2,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('cognito-idp'),describe_user_pool(),YES,Serves 2 compliance requirements across 2 frameworks
cognito_user_pool_password_policy_symbol,,2,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('cognito-idp'),describe_user_pool(),YES,Serves 2 compliance requirements across 2 frameworks
cognito_user_pool_password_policy_uppercase,,2,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('cognito-idp'),describe_user_pool(),YES,Serves 2 compliance requirements across 2 frameworks
cognito_user_pool_self_registration_disabled,,6,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('cognito-idp'),describe_user_pool(),YES,Serves 6 compliance requirements across 2 frameworks
cognito_user_pool_temporary_password_expiration,,2,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('cognito-idp'),describe_user_pool(),YES,Serves 2 compliance requirements across 2 frameworks
cognito_user_pool_waf_acl_attached,,2,"kisa_isms_p_2023_aws, kisa_isms_p_2023_korean_aws",client=boto3.client('cognito-idp'),describe_user_pool(),YES,Serves 2 compliance requirements across 2 frameworks
config_recorder_all_regions_enabled,,73,"cis_4.0_aws, nist_csf_1.1_aws, cis_2.0_aws, pci_3.2.1_aws, gdpr_aws, aws_account_security_onboarding_aws, soc2_aws, aws_foundational_security_best_practices_aws, aws_well_architected_framework_security_pillar_aws, ens_rd2022_aws, iso27001_2022_aws, kisa_isms_p_2023_korean_aws, iso27001_2013_aws, gxp_eu_annex_11_aws, mitre_attack_aws, hipaa_aws, cis_1.5_aws, kisa_isms_p_2023_aws, cis_1.4_aws, cis_3.0_aws","client = boto3.client('config', region_name='<region>')","describe_configuration_recorders(), describe_configuration_recorder_status(), describe_delivery_channels()",YES,Serves 73 compliance requirements across 20 frameworks
