compliance_name,unique_key,id,name,description,check_count,service_count,check_functions_str,services_str,applied_services
kisa_isms_p_2023_korean_aws,kisa_isms_p_gen_001_2.10.3,2.10.3,공개서버 보안,"외부 네트워크에 공개되는 서버의 경우 내부 네트워크와 분리하고 취약점 점검, 접근통제, 인증, 정보 수집·저장·공개 절차 등 강화된 보호대책을 수립·이행하여야 한다.",76,16,"['ssm_document_secrets', 'ssm_managed_compliant_patching', 'inspector2_active_findings_exist', 'cloudfront_distributions_https_enabled', 'cloudfront_distributions_using_deprecated_ssl_protocols', 'cloudfront_distributions_using_waf', 'lightsail_instance_public', 'lightsail_database_public', 'lightsail_static_ip_unused', 'elb_insecure_ssl_ciphers', 'elb_ssl_listeners', 'awslambda_function_no_secrets_in_code', 'awslambda_function_no_secrets_in_variables', 'awslambda_function_url_public', 'awslambda_function_url_cors_policy', 'awslambda_function_inside_vpc', 'awslambda_function_not_publicly_accessible', 'networkfirewall_in_all_vpc', 'apigatewayv2_api_authorizers_enabled', 'kafka_cluster_mutual_tls_authentication_enabled', 'vpc_subnet_separate_private_public', 'autoscaling_find_secrets_ec2_launch_configuration', 'elbv2_waf_acl_attached', 'elbv2_desync_mitigation_mode', 'elbv2_insecure_ssl_ciphers', 'elbv2_ssl_listeners', 'apigateway_restapi_public', 'apigateway_restapi_waf_acl_attached', 'apigateway_restapi_client_certificate_enabled', 'apigateway_restapi_authorizers_enabled', 'apigateway_restapi_public_with_authorizer', 'acm_certificates_expiration_check', 'route53_domains_privacy_protection_enabled', 'ec2_securitygroup_allow_ingress_from_internet_to_any_port', 'ec2_instance_port_kerberos_exposed_to_internet', 'ec2_instance_secrets_user_data', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_cassandra_7199_9160_8888', 'ec2_securitygroup_default_restrict_traffic', 'ec2_instance_port_cifs_exposed_to_internet', 'ec2_instance_port_kafka_exposed_to_internet', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_oracle_1521_2483', 'ec2_instance_port_mysql_exposed_to_internet', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_kafka_9092', 'ec2_securitygroup_allow_ingress_from_internet_to_port_mongodb_27017_27018', 'ec2_instance_port_ssh_exposed_to_internet', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_postgres_5432', 'ec2_instance_port_rdp_exposed_to_internet', 'ec2_instance_internet_facing_with_instance_profile', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_redis_6379', 'ec2_securitygroup_allow_wide_open_public_ipv4', 'ec2_instance_port_cassandra_exposed_to_internet', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_telnet_23', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_sql_server_1433_1434', 'ec2_instance_port_memcached_exposed_to_internet', 'ec2_networkacl_allow_ingress_any_port', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_mysql_3306', 'ec2_networkacl_allow_ingress_tcp_port_3389', 'ec2_instance_port_postgresql_exposed_to_internet', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_ftp_port_20_21', 'ec2_securitygroup_with_many_ingress_egress_rules', 'ec2_instance_port_oracle_exposed_to_internet', 'ec2_launch_template_no_secrets', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_elasticsearch_kibana_9200_9300_5601', 'ec2_instance_imdsv2_enabled', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_22', 'ec2_instance_port_elasticsearch_kibana_exposed_to_internet', 'ec2_instance_port_redis_exposed_to_internet', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_3389', 'ec2_instance_port_sqlserver_exposed_to_internet', 'ec2_securitygroup_allow_ingress_from_internet_to_tcp_port_memcached_11211', 'ec2_instance_port_ftp_exposed_to_internet', 'ec2_networkacl_allow_ingress_tcp_port_22', 'ec2_instance_port_mongodb_exposed_to_internet', 'ec2_securitygroup_allow_ingress_from_internet_to_all_ports', 'ec2_securitygroup_allow_ingress_from_internet_to_high_risk_tcp_ports', 'ec2_instance_port_telnet_exposed_to_internet']","['apigateway', 'networkfirewall', 'elbv2', 'kafka', 'vpc', 'lightsail', 'ssm', 'route53', 'acm', 'autoscaling', 'elb', 'ec2', 'inspector2', 'awslambda', 'apigatewayv2', 'cloudfront']",
kisa_isms_p_2023_korean_aws,kisa_isms_p_gen_001_2.10.5,2.10.5,정보전송 보안,"다른 조직에 개인정보 및 중요정보를 전송할 경우 안전한 전송 정책을 수립하고 조직 간 합의를 통하여 관리 책임, 전송방법, 개인정보 및 중요정보 보호를 위한 기술적 보호조치 등을 협약하고 이행하여야 한다.",17,12,"['glue_database_connections_ssl_enabled', 's3_bucket_secure_transport_policy', 'sns_subscription_not_using_http_endpoints', 'cloudfront_distributions_https_enabled', 'cloudfront_distributions_using_deprecated_ssl_protocols', 'opensearch_service_domains_https_communications_enforced', 'opensearch_service_domains_node_to_node_encryption_enabled', 'directoryservice_radius_server_security_protocol', 'elb_insecure_ssl_ciphers', 'elb_ssl_listeners', 'kafka_cluster_mutual_tls_authentication_enabled', 'kafka_cluster_in_transit_encryption_enabled', 'elbv2_insecure_ssl_ciphers', 'elbv2_ssl_listeners', 'elasticache_redis_cluster_in_transit_encryption_enabled', 'rds_instance_transport_encrypted', 'apigateway_restapi_client_certificate_enabled']","['glue', 'opensearch', 'elasticache', 'sns', 'elbv2', 'kafka', 's3', 'elb', 'directoryservice', 'apigateway', 'rds', 'cloudfront']",
kisa_isms_p_2023_korean_aws,kisa_isms_p_gen_001_2.10.6,2.10.6,업무용 단말기기 보안,"PC, 모바일 기기 등 단말기기를 업무 목적으로 네트워크에 연결할 경우 기기 인증 및 승인, 접근 범위, 기기 보안설정 등의 접근통제 대책을 수립하고 주기적으로 점검하여야 한다.",6,2,"['workspaces_vpc_2private_1public_subnets_nat', 'workspaces_volume_encryption_enabled', 'appstream_fleet_maximum_session_duration', 'appstream_fleet_default_internet_access_disabled', 'appstream_fleet_session_idle_disconnect_timeout', 'appstream_fleet_session_disconnect_timeout']","['appstream', 'workspaces']",
kisa_isms_p_2023_korean_aws,kisa_isms_p_gen_001_2.10.8,2.10.8,패치관리,"소프트웨어, 운영체제, 보안시스템 등의 취약점으로 인한 침해사고를 예방하기 위하여 최신 패치를 적용하여야 한다. 다만 서비스 영향을 검토하여 최신 패치 적용이 어려울 경우 별도의 보완대책을 마련하여 이행하여야 한다.",14,11,"['ssm_managed_compliant_patching', 'cloudfront_distributions_using_deprecated_ssl_protocols', 'opensearch_service_domains_updated_to_the_latest_service_software_version', 'redshift_cluster_automatic_upgrades', 'awslambda_function_using_supported_runtimes', 'eks_cluster_uses_a_supported_version', 'kafka_cluster_uses_latest_version', 'dms_instance_minor_version_upgrade_enabled', 'elasticache_redis_cluster_auto_minor_version_upgrades', 'rds_instance_deprecated_engine_version', 'rds_cluster_minor_version_upgrade_enabled', 'rds_instance_minor_version_upgrade_enabled', 'ec2_instance_account_imdsv2_enabled', 'ec2_instance_older_than_specific_days']","['eks', 'opensearch', 'elasticache', 'kafka', 'redshift', 'ssm', 'ec2', 'dms', 'awslambda', 'rds', 'cloudfront']",
kisa_isms_p_2023_korean_aws,kisa_isms_p_gen_001_2.11.2,2.11.2,취약점 점검 및 조치,"정보시스템의 취약점이 노출되어 있는지를 확인하기 위하여 정기적으로 취약점 점검을 수행하고, 발견된 취약점에 대해서는 신속하게 조치하여야 한다. 또한 최신 보안취약점의 발생 여부를 지속적으로 파악하고, 정보시스템에 미치는 영향을 분석하여 조치하여야 한다.",23,13,"['codebuild_project_no_secrets_in_variables', 'codebuild_project_source_repo_url_no_sensitive_credentials', 'ssm_document_secrets', 'cloudwatch_log_group_no_secrets_in_logs', 'inspector2_is_enabled', 'inspector2_active_findings_exist', 'ecr_registry_scan_images_on_push_enabled', 'ecr_repositories_scan_images_on_push_enabled', 'ecr_repositories_scan_vulnerabilities_in_latest_image', 'ecs_task_definitions_no_environment_secrets', 'awslambda_function_no_secrets_in_code', 'awslambda_function_no_secrets_in_variables', 'autoscaling_find_secrets_ec2_launch_configuration', 'guardduty_no_high_severity_findings', 'guardduty_is_enabled', 'guardduty_centrally_managed', 'trustedadvisor_premium_support_plan_subscribed', 'trustedadvisor_errors_and_warnings', 'securityhub_enabled', 'cloudformation_stack_outputs_find_secrets', 'ec2_instance_secrets_user_data', 'ec2_launch_template_no_secrets', 'ec2_instance_imdsv2_enabled']","['codebuild', 'guardduty', 'cloudformation', 'securityhub', 'ssm', 'ec2', 'ecr', 'cloudwatch', 'ecs', 'autoscaling', 'trustedadvisor', 'inspector2', 'awslambda']",
kisa_isms_p_2023_korean_aws,kisa_isms_p_gen_001_2.11.3,2.11.3,이상행위 분석 및 모니터링,"내·외부에 의한 침해시도, 개인정보유출 시도, 부정행위 등을 신속하게 탐지·대응할 수 있도록 네트워크 및 데이터 흐름 등을 수집하여 분석하며, 모니터링 및 점검 결과에 따른 사후조치는 적시에 이루어져야 한다.",28,9,"['cloudwatch_log_metric_filter_unauthorized_api_calls', 'cloudwatch_changes_to_network_route_tables_alarm_configured', 'cloudwatch_changes_to_network_gateways_alarm_configured', 'cloudwatch_log_metric_filter_for_s3_bucket_policy_changes', 'cloudwatch_log_group_kms_encryption_enabled', 'cloudwatch_log_metric_filter_and_alarm_for_cloudtrail_configuration_changes_enabled', 'cloudwatch_cross_account_sharing_disabled', 'cloudwatch_log_group_retention_policy_specific_days_enabled', 'cloudwatch_changes_to_vpcs_alarm_configured', 'cloudwatch_log_group_no_secrets_in_logs', 'cloudwatch_log_metric_filter_aws_organizations_changes', 'cloudwatch_log_metric_filter_disable_or_scheduled_deletion_of_kms_cmk', 'cloudwatch_log_metric_filter_authentication_failures', 'cloudwatch_log_metric_filter_sign_in_without_mfa', 'cloudwatch_log_metric_filter_security_group_changes', 'cloudwatch_changes_to_network_acls_alarm_configured', 'cloudwatch_log_metric_filter_root_usage', 'cloudwatch_log_metric_filter_policy_changes', 'cloudwatch_log_metric_filter_and_alarm_for_aws_config_configuration_changes_enabled', 'cognito_user_pool_client_prevent_user_existence_errors', 'fms_policy_compliant', 'cloudtrail_insights_exist', 'cloudtrail_threat_detection_enumeration', 'networkfirewall_in_all_vpc', 'vpc_flow_logs_enabled', 'guardduty_no_high_severity_findings', 'trustedadvisor_errors_and_warnings', 'securityhub_enabled']","['fms', 'networkfirewall', 'guardduty', 'vpc', 'securityhub', 'cloudwatch', 'trustedadvisor', 'cognito', 'cloudtrail']",
kisa_isms_p_2023_korean_aws,kisa_isms_p_gen_001_2.12.1,2.12.1,재해·재난 대비 안전조치,"자연재해, 통신·전력 장애, 해킹 등 조직의 핵심 서비스 및 시스템의 운영 연속성을 위협할 수 있는 재해 유형을 식별하고, 유형별 예상 피해규모 및 영향을 분석하여야 한다. 또한 복구 목표시간, 복구 목표시점을 정의하고 복구 전략 및 대책, 비상시 복구 조직, 비상연락체계, 복구 절차 등 재해 복구체계를 구축하여야 한다.",33,19,"['kms_cmk_not_deleted_unintentionally', 's3_bucket_lifecycle_enabled', 's3_bucket_object_versioning', 's3_bucket_cross_region_replication', 's3_bucket_object_lock', 'documentdb_cluster_backup_enabled', 'documentdb_cluster_cloudwatch_log_export', 'lightsail_instance_automated_snapshots', 'neptune_cluster_multi_az', 'neptune_cluster_deletion_protection', 'dynamodb_tables_pitr_enabled', 'elb_is_in_multiple_az', 'elb_cross_zone_load_balancing_enabled', 'redshift_cluster_automated_snapshot', 'drs_job_exist', 'dlm_ebs_snapshot_lifecycle_policy_exists', 'vpc_subnet_different_az', 'vpc_different_regions', 'dms_instance_multi_az_enabled', 'autoscaling_group_multiple_az', 'elbv2_is_in_multiple_az', 'elbv2_deletion_protection', 'backup_reportplans_exist', 'backup_plans_exist', 'elasticache_redis_cluster_backup_enabled', 'elasticache_redis_cluster_multi_az_enabled', 'rds_instance_multi_az', 'rds_instance_deletion_protection', 'rds_cluster_deletion_protection', 'rds_cluster_multi_az', 'rds_instance_backup_enabled', 'efs_have_backup_enabled', 'ec2_ebs_volume_snapshots_exists']","['drs', 'kms', 'ec2', 'elbv2', 'vpc', 'autoscaling', 'redshift', 'elasticache', 'efs', 'neptune', 'backup', 's3', 'elb', 'dms', 'rds', 'documentdb', 'lightsail', 'dlm', 'dynamodb']",
kisa_isms_p_2023_korean_aws,kisa_isms_p_gen_001_2.12.2,2.12.2,재해 복구 시험 및 개선,"재해 복구 전략 및 대책의 적정성을 정기적으로 시험하여 시험결과, 정보시스템 환경변화, 법규 등에 따른 변화를 반영하여 복구전략 및 대책을 보완하여야 한다.",33,19,"['kms_cmk_not_deleted_unintentionally', 's3_bucket_lifecycle_enabled', 's3_bucket_object_versioning', 's3_bucket_cross_region_replication', 's3_bucket_object_lock', 'documentdb_cluster_backup_enabled', 'documentdb_cluster_cloudwatch_log_export', 'lightsail_instance_automated_snapshots', 'neptune_cluster_multi_az', 'neptune_cluster_deletion_protection', 'dynamodb_tables_pitr_enabled', 'elb_is_in_multiple_az', 'elb_cross_zone_load_balancing_enabled', 'redshift_cluster_automated_snapshot', 'drs_job_exist', 'dlm_ebs_snapshot_lifecycle_policy_exists', 'vpc_subnet_different_az', 'vpc_different_regions', 'dms_instance_multi_az_enabled', 'autoscaling_group_multiple_az', 'elbv2_is_in_multiple_az', 'elbv2_deletion_protection', 'backup_reportplans_exist', 'backup_plans_exist', 'elasticache_redis_cluster_backup_enabled', 'elasticache_redis_cluster_multi_az_enabled', 'rds_instance_multi_az', 'rds_instance_deletion_protection', 'rds_cluster_deletion_protection', 'rds_cluster_multi_az', 'rds_instance_backup_enabled', 'efs_have_backup_enabled', 'ec2_ebs_volume_snapshots_exists']","['drs', 'kms', 'ec2', 'elbv2', 'vpc', 'autoscaling', 'redshift', 'elasticache', 'efs', 'neptune', 'backup', 's3', 'elb', 'dms', 'rds', 'documentdb', 'lightsail', 'dlm', 'dynamodb']",
kisa_isms_p_2023_korean_aws,kisa_isms_p_gen_001_3.2.1,3.2.1,개인정보 현황관리,"수집·보유하는 개인정보의 항목, 보유량, 처리 목적 및 방법, 보유기간 등 현황을 정기적으로 관리하여야 하며, 공공기관의 경우 이를 법률에서 정한 관계기관의 장에게 등록하여야 한다.",2,2,"['s3_bucket_lifecycle_enabled', 'macie_is_enabled']","['s3', 'macie']",
gxp_21_cfr_part_11_aws,gxp_21_cfr_part_11_gen_001_11.10_a,11.10-a,11.10(a),"Persons who use closed systems to create, modify, maintain, or transmit electronic records shall employ procedures and controls designed to ensure the authenticity, integrity, and, when appropriate, the confidentiality of electronic records, and to ensure that the signer cannot readily repudiate the signed record as not genuine. Such procedures and controls shall include the following: (a) Validation of systems to ensure accuracy, reliability, consistent intended performance, and the ability to discern invalid or altered records.",13,8,"['cloudtrail_log_file_validation_enabled', 'dynamodb_tables_pitr_enabled', 'ec2_instance_managed_by_ssm', 'ec2_instance_older_than_specific_days', 'elbv2_deletion_protection', 'rds_instance_backup_enabled', 'rds_instance_deletion_protection', 'rds_instance_backup_enabled', 'rds_instance_multi_az', 'redshift_cluster_automated_snapshot', 's3_bucket_object_versioning', 'ssm_managed_compliant_patching', 'ssm_managed_compliant_patching']","['elbv2', 'redshift', 's3', 'ssm', 'dynamodb', 'ec2', 'rds', 'cloudtrail']",
gxp_21_cfr_part_11_aws,gxp_21_cfr_part_11_gen_001_11.10_c,11.10-c,11.10(c),"Persons who use closed systems to create, modify, maintain, or transmit electronic records shall employ procedures and controls designed to ensure the authenticity, integrity, and, when appropriate, the confidentiality of electronic records, and to ensure that the signer cannot readily repudiate the signed record as not genuine. Such procedures and controls shall include the following: (c) Protection of records to enable their accurate and ready retrieval throughout the records retention period.",14,6,"['cloudtrail_kms_encryption_enabled', 'cloudwatch_log_group_retention_policy_specific_days_enabled', 'rds_instance_storage_encrypted', 'rds_instance_storage_encrypted', 'rds_snapshots_public_access', 'redshift_cluster_audit_logging', 'redshift_cluster_public_access', 's3_bucket_default_encryption', 's3_bucket_secure_transport_policy', 's3_bucket_public_access', 's3_bucket_policy_public_write_access', 's3_bucket_object_versioning', 'sagemaker_notebook_instance_without_direct_internet_access_configured', 'sagemaker_notebook_instance_encryption_enabled']","['s3', 'cloudwatch', 'sagemaker', 'redshift', 'rds', 'cloudtrail']",
